time,gFx,gFy,gFz,TgF
7.441884164,-0.1431,0.1660,1.2467,1.266
7.444121456,-0.1192,0.1450,1.1993,1.214
7.446373747,-0.0816,0.1228,1.1371,1.147
7.44885156,-0.0486,0.1140,1.0946,1.102
7.451288278,-0.0291,0.1057,1.0538,1.060
7.454738747,-0.0293,0.1035,1.0021,1.008
7.457499737,-0.0518,0.1253,0.9610,0.971
7.459933435,-0.0725,0.1509,0.9579,0.972
7.460752081,-0.0686,0.1704,0.9881,1.005
7.464573487,-0.0488,0.1768,1.0270,1.043
7.467042758,-0.0220,0.1453,1.0365,1.047
7.468555466,-0.0051,0.0847,1.0011,1.005
7.471041872,-0.0081,0.0457,0.9596,0.961
7.474105414,-0.0149,0.0547,0.9381,0.940
7.476305049,-0.0159,0.0935,0.9312,0.936
7.47723557,-0.0212,0.1394,0.9356,0.946
7.479954737,-0.0447,0.1756,0.9430,0.960
7.483065153,-0.0776,0.1961,0.9354,0.959
7.485517133,-0.0945,0.2078,0.9178,0.946
7.487582133,-0.0918,0.2124,0.9249,0.953
7.489231403,-0.0886,0.2080,0.9710,0.997
7.491360049,-0.0962,0.2014,1.0211,1.045
7.49367432,-0.1152,0.2051,1.0218,1.049
7.497209164,-0.1384,0.2183,0.9623,0.996
7.502435466,-0.1563,0.2268,0.8912,0.933
7.503512133,-0.1673,0.2288,0.8526,0.898
7.504079528,-0.1633,0.2300,0.8394,0.886
7.506632862,-0.1416,0.2295,0.8416,0.884
7.509195414,-0.1013,0.2234,0.9176,0.950
7.511343591,-0.0579,0.2188,1.0743,1.098
7.514177653,-0.0303,0.2371,1.2330,1.256
7.516851299,0.0107,0.2202,1.2948,1.313
7.518173487,0.0159,0.0579,1.1866,1.188
7.519764997,-0.0151,-0.0596,1.0099,1.012
7.522164893,0.0344,0.0628,0.8639,0.867
7.524838591,0.1336,0.1953,0.7804,0.815
7.527280674,0.1687,0.1909,0.8092,0.848
7.529273747,0.0862,0.1900,0.9662,0.988
7.532166299,-0.0737,0.2437,1.1749,1.202
7.533632966,-0.2114,0.2998,1.2672,1.319
7.537159633,-0.2478,0.3108,1.2098,1.273
7.53884057,-0.1651,0.2241,1.1080,1.142
7.540582081,-0.0562,0.1287,1.0326,1.042
7.542835778,-0.0068,0.1399,0.9842,0.994
7.545694789,-0.0027,0.1494,0.9144,0.927
7.549182653,-0.0474,0.1126,0.8385,0.847
7.550936195,-0.1023,0.1091,0.8202,0.834
7.55346781,-0.1165,0.1187,0.8824,0.898
7.555414216,-0.0930,0.0872,1.0077,1.016
7.557110153,-0.0921,0.1404,1.1305,1.143
7.559350258,-0.1226,0.2595,1.1627,1.198
7.561551768,-0.1011,0.2227,1.0858,1.113
7.565278591,-0.0498,0.1148,0.9676,0.976
7.566614528,-0.0159,0.0483,0.8849,0.886
7.568840466,-0.0239,0.0598,0.8795,0.882
7.571169008,-0.0654,0.1377,0.9303,0.943
7.573203643,-0.0647,0.1514,1.0040,1.017
7.575558383,-0.0273,0.0881,1.0675,1.071
7.57853083,-0.0120,0.0715,1.0863,1.089
7.582459893,-0.0298,0.1592,1.0448,1.057
7.583691091,-0.0469,0.2110,0.9645,0.988
7.586611299,-0.0366,0.1607,0.9098,0.925
7.58903458,-0.0288,0.0840,0.9261,0.930
7.589863122,-0.0425,0.1016,1.0062,1.012
7.593000622,-0.0515,0.1311,1.0546,1.064
7.59564057,-0.0403,0.0847,1.0375,1.042
7.601233799,-0.0403,0.0999,1.0126,1.018
7.602618174,-0.0459,0.1702,0.9916,1.007
7.603347028,-0.0454,0.1829,0.9588,0.977
7.604046455,-0.0488,0.1089,0.9259,0.934
7.606380049,-0.0547,0.0925,0.9300,0.936
7.608975414,-0.0576,0.1360,0.9559,0.967
7.61138557,-0.0347,0.0969,0.9886,0.994
7.617954841,-0.0171,0.0425,1.0340,1.035
7.61899458,-0.0408,0.1262,1.0646,1.073
7.619393747,-0.0706,0.1885,1.0328,1.052
7.621398383,-0.0637,0.1082,0.9789,0.987
7.623937653,-0.0496,0.0623,0.9569,0.960
7.626113018,-0.0479,0.1399,0.9427,0.954
7.627814841,-0.0574,0.1651,0.9459,0.962
7.631469164,-0.0671,0.0601,0.9981,1.002
7.632613018,-0.1018,0.0908,1.0438,1.053
7.635149424,-0.1226,0.1919,1.0274,1.052
7.637353226,-0.0818,0.1040,1.0223,1.031
7.638879216,-0.0667,0.0256,1.0560,1.058
7.641261455,-0.0591,0.1343,1.0548,1.065
7.643602445,-0.0254,0.1651,1.0228,1.036
7.645827237,-0.0073,0.0696,1.0143,1.017
7.648892237,-0.0496,0.1233,1.0021,1.011
7.651624893,-0.0830,0.1780,0.9820,1.001
7.653985466,-0.0640,0.0872,1.0025,1.008
7.655496195,-0.0762,0.1170,1.0243,1.034
7.657945049,-0.0645,0.1411,1.0492,1.061
7.661617133,-0.0723,0.0806,1.0817,1.087
7.663945414,-0.1118,0.1199,1.0543,1.067
7.66691031,-0.0840,0.0906,1.0375,1.045
7.667908747,-0.1150,0.1079,1.0267,1.039
7.670749685,-0.1382,0.2217,0.9925,1.026
7.672311716,-0.0894,0.1384,1.0179,1.031
7.674283487,-0.1445,0.0798,1.0321,1.045
7.678331039,-0.1340,0.0991,1.0089,1.023
7.68066156,-0.0754,0.0737,1.0111,1.017
7.681228591,-0.0676,0.0547,0.9964,1.000
7.684415362,-0.0837,0.0667,1.0038,1.009
7.687154841,-0.1096,0.0852,1.0272,1.037
7.688788903,-0.1216,0.0955,1.0245,1.036
7.691474164,-0.1204,0.0999,1.0187,1.031
7.69306182,-0.1033,0.0476,1.0274,1.034
7.696527914,-0.1065,0.0205,1.0265,1.032
7.702288435,-0.0989,0.0623,1.0148,1.021
7.703325153,-0.0845,0.0557,1.0128,1.018
7.70380057,-0.1043,0.0442,1.0067,1.013
7.70834807,-0.1321,0.0684,1.0174,1.028
